Sequence,Credits,Type,Flag,Num,Taken
AFAS 101,3.0,,0,0,False
AFAS 201,3.0,,0,0,False
AFAS 210,18.0,,0,0,False
AFAS 220,18.0,,0,0,False
AFAS 230,18.0,,0,0,False
AFAS 240,18.0,,0,0,False
AFAS 255,18.0,,0,0,False
AFAS 260,18.0,,0,0,False
AFAS 301,18.0,,0,0,False
AFAS 385,18.0,,0,0,False
AFAS 401,18.0,,0,0,False
AFAS 402,18.0,,0,0,False
AFAS I299,18.0,,0,0,False
AFAS T280,18.0,,0,0,False
AFAS T380,18.0,,0,0,False
ANTH 101,18.0,,0,0,False
ARTH 315,18.0,,0,0,False
ARTH 316,18.0,,0,0,False
DANC 109,18.0,,0,0,False
ENGL 203 [WI],18.0,,0,0,False
ENGL 204,18.0,,0,0,False
ENGL 207 [WI],18.0,,0,0,False
ENGL 325,18.0,,0,0,False
ENGL 492,18.0,,0,0,False
HIST 215,18.0,,0,0,False
HIST 216,18.0,,0,0,False
MUSC 107,18.0,,0,0,False
MUSC 331,18.0,,0,0,False
MUSC 333,18.0,,0,0,False
MUSC 336,18.0,,0,0,False
PSCI 372,18.0,,0,0,False
SOC 210,18.0,,0,0,False
SOC 240,18.0,,0,0,False
WGST 240,18.0,,0,0,False
WGST T280,18.0,,0,0,False
