Sequence,Credits,Type,Flag,Num,Taken
CS 380,3.0,,0,0,False
CS 383,3.0,,0,0,False
Elective,18.0,Elective Course,1,0,False
Elective,18.0,At least 3,1,0,False
BMES 421,18.0,,0,0,False
BMES 477,18.0,,0,0,False
CS 385,18.0,,0,0,False
CS 387,18.0,,0,0,False
CS 435,18.0,,0,0,False
CS 481,18.0,,0,0,False
CS 486,18.0,,0,0,False
CS I499,18.0,,0,0,False
DSCI 351,18.0,,0,0,False
DSCI 471,18.0,,0,0,False
ENGR 361,18.0,,0,0,False
ECE 310,18.0,,0,0,False
ECE 361,18.0,,0,0,False
ECEC 487,18.0,,0,0,False
ECES 434,18.0,,0,0,False
ECES 441,18.0,,0,0,False
INFO 300,18.0,,0,0,False
INFO 332,18.0,,0,0,False
INFO 371,18.0,,0,0,False
INFO 432,18.0,,0,0,False
INFO 440,18.0,,0,0,False
INFO I499,18.0,,0,0,False
MATH 305,18.0,,0,0,False
